id,s_serialno,s_status,s_model,s_devicetype,t_date,s_location,s_costcentre,s_department,id,s_description,i_desctype,i_asset
20110526,B101434/013,Active,Intel DH67,PC,2011-11-04,Eagers Mitsubishi Newstead,803 Eagers Misubishi&Kia,Showroom,94324109,2013-02-27,13,20110526
20110525,B101434/012,Active,Intel DH67,PC,2011-11-04,Eagers Mazda Newstead,833 Eagers Mazda,Service,94324108,2013-02-15,13,20110525
20110524,B101434/011,Active,Intel DH67,PC,2011-11-04,Subaru City Newstead,804 CAG Subaru,Showroom,94324107,2013-02-27,13,20110524
20110523,B101434/010,Active,Intel DH67,PC,2011-11-04,Eagers Mazda Newstead,833 Eagers Mazda,Service,94324106,2013-02-27,13,20110523
20110522,B101434/009,Active,Intel DH67,PC,2011-11-04,Southside Toyota Mt Gravatt,801 Southside Toyota,Showroom,94324105,2013-02-27,13,20110522
20110521,B101434/008,Active,Intel DH67,PC,2011-11-04,Torque Ford North Lakes,820 Torque Ford,Parts,94324104,2013-02-27,13,20110521
20110520,B101434/007,Active,Intel DH67,PC,2011-11-04,Southside Ford Woolloongabba,808 Metro,Service,94324103,2013-02-27,13,20110520
20110519,B101434/006,Active,Intel DH67,PC,2011-11-04,Eagers Holden Windsor,836 Eagers Holden,Warranty,94324102,2013-02-27,13,20110519
20110518,B101434/005,Active,Intel DH67,PC,2011-11-04,Eagers Holden Newstead,836 Eagers Holden,Parts,94324101,2013-02-27,13,20110518
20110517,B101434/004,Active,Intel DH67,PC,2011-11-04,Southside Honda Buranda,802 Southside Honda,Parts,94324100,2013-02-27,13,20110517
20110516,B101434/003,Active,Intel DH67,PC,2011-11-04,Austral VW Newstead,807 Austral Honda-VW,Sales,94324099,2013-02-26,13,20110516
20110515,B101434/002,Active,Intel DH67,PC,2011-11-04,Southside Honda Buranda,802 Southside Honda,Sales,94324098,2013-02-25,13,20110515
20110514,B101434/001,Active,Intel DH67,PC,2011-11-04,BMA Pinkenba,810 Brisbane Motor Auction,Sales,94324097,2013-02-25,13,20110514
20110502,B101460/002,Active,Intel DH67,PC,2011-10-21,Bridge Toyota Darwin,814 Bridge Toyota Darwin,Showroom,94324096,2013-02-27,13,20110502
20110492,B101299/018,Active,Intel DH67,PC,2011-10-06,Subaru Toowong,804 CAG Subaru,Parts,94324095,2013-02-27,13,20110492
20110491,B101299/017,Active,Intel DH67,PC,2011-10-06,Southside Toyota Mt Gravatt,801 Southside Toyota,Pre Delivery,94324094,2013-02-27,13,20110491
20110489,B101299/015,Active,Intel DH67,PC,2011-10-06,Eagers Mazda Newstead,833 Eagers Mazda,Admin,94324093,2013-02-27,13,20110489
20110488,B101299/014,Active,Intel DH67,PC,2011-10-06,Southside Toyota Woolloongabba,801 Southside Toyota,Parts,94324092,2013-02-27,13,20110488
20110487,B101299/013,Active,Intel DH67,PC,2011-10-06,Southside Toyota Woolloongabba,801 Southside Toyota,Parts,94324091,2013-02-27,13,20110487
20110486,B101299/012,Active,Intel DH67,PC,2011-10-06,IT Pinkenba,IT,IT,94324090,2013-02-21,13,20110486
20110484,B101299/010,Active,Intel DH67,PC,2011-10-06,Austral PAG Fortitude Valley,806 Austral PAG,Sales,94324089,2013-02-27,13,20110484
20110483,B101299/009,Active,Intel DH67,PC,2011-10-06,Southside Honda Buranda,802 Southside Honda,Sales,94324088,2013-02-27,13,20110483
20110482,B101299/008,Active,Intel DH67,PC,2011-10-06,Eagers Holden Newstead,836 Eagers Holden,Service,94324087,2013-02-27,13,20110482
20110481,B101299/007,Active,Intel DH67,PC,2011-10-06,Southside Honda Buranda,802 Southside Honda,Parts,94324086,2013-02-27,13,20110481
20110480,B101299/006,Active,Intel DH67,PC,2011-10-06,Southside Honda Buranda,802 Southside Honda,Parts,94324085,2013-02-27,13,20110480
20110479,B101299/005,Active,Intel DH67,PC,2011-10-06,Corporate Payroll,APPP258B Payroll,Admin,94324084,2013-02-19,13,20110479
20110478,B101299/004,Active,Intel DH67,PC,2011-10-06,Torque Toyota Brendale,809 Torque Toyota,Parts,94324083,2013-02-27,13,20110478
20110477,B101299/003,Active,Intel DH67,PC,2011-10-06,Torque Toyota Brendale,809 Torque Toyota,Service,94324082,2013-02-27,13,20110477
20110476,B101299/002,Active,Intel DH67,PC,2011-10-06,Torque Toyota Pre-delivery,809 Torque Toyota,Pre Delivery,94324081,2013-02-27,13,20110476
20110475,B101299/001,Active,Intel DH67,PC,2011-10-06,Torque Toyota North Lakes,809 Torque Toyota,Service,94324080,2013-02-15,13,20110475
20110472,B101308/001,Active,Intel DH67,PC,2011-10-03,HVF Berrimah,815 AP Motor Group,Parts,94324079,2013-02-27,13,20110472
20110469,7B120609H,Active,PT525A-003019,Notebook,2011-09-29,Southside Toyota Woolloongabba,801 Southside Toyota,Sales,94324077,2013-02-16,13,20110469
20110468,7B120603H,Active,PT525A-003019,Notebook,2011-09-29,Southside Toyota Woolloongabba,801 Southside Toyota,Sales,94324076,2013-02-16,13,20110468
20110467,7B120597H,Active,PT525A-003019,Notebook,2011-09-29,Austral VW Newstead,807 Austral Honda-VW,Service,94324075,2013-02-27,13,20110467
20110466,7B120648H,Active,PT525A-003019,Notebook,2011-09-29,Corporate Office Fortitude Valley,APGP258B Corporate,Admin,94324074,2013-02-27,13,20110466
20110465,7B122316H,Active,PT525A-003019,Notebook,2011-09-29,Torque Ford North Lakes,820 Torque Ford,Sales,94324073,2013-02-27,13,20110465
20110463,7B122310H,Active,PT525A-003019,Notebook,2011-09-27,HVF Berrimah,815 AP Motor Group,Showroom,94324072,2013-02-27,13,20110463
20110448,B101026/018,Active,Intel DH67,PC,2011-09-09,Eagers Holden Windsor,836 Eagers Holden,Admin,94324071,2013-02-27,13,20110448
20110447,B101026/017,Active,Intel DH67,PC,2011-09-09,Southside Honda Buranda,802 Southside Honda,Parts,94324070,2013-02-27,13,20110447
20110446,B101026/016,Active,Intel DH67,PC,2011-09-09,Subaru City Newstead,804 CAG Subaru,Parts,94324069,2013-02-27,13,20110446
20110445,B101026/015,Active,Intel DH67,PC,2011-09-09,Austral PAG Fortitude Valley,806 Austral PAG,Service,94324068,2013-02-27,13,20110445
20110444,B101026/014,Active,Intel DH67,PC,2011-09-09,Austral PAG Fortitude Valley,806 Austral PAG,Service,94324067,2013-02-27,13,20110444
20110443,B101026/013,Active,Intel DH67,PC,2011-09-09,Austral PAG Fortitude Valley,806 Austral PAG,Service,94324066,2013-02-27,13,20110443
20110442,B101026/012,Active,Intel DH67,PC,2011-09-09,Torque Ford Strathpine,820 Torque Ford,Service,94324065,2013-02-16,13,20110442
20110440,B101026/010,Active,Intel DH67,PC,2011-09-09,Austral PAG Fortitude Valley,806 Austral PAG,Service,94324064,2013-02-15,13,20110440
20110439,B101026/009,Active,Intel DH67,PC,2011-09-09,Austral PAG Fortitude Valley,806 Austral PAG,Warranty,94324063,2013-02-19,13,20110439
20110438,B101026/008,Active,Intel DH67,PC,2011-09-09,Subaru City Newstead,804 CAG Subaru,Showroom,94324062,2013-02-20,13,20110438
20110436,B101026/006,Active,Intel DH67,PC,2011-09-09,Torque Ford Strathpine,820 Torque Ford,Admin,94324061,2013-02-27,13,20110436
20110435,B101026/005,Active,Intel DH67,PC,2011-09-09,Southside Ford Woolloongabba,808 Metro,Service,94324060,2013-02-27,13,20110435
20110434,B101026/004,Active,Intel DH67,PC,2011-09-09,Southside Toyota Woolloongabba,801 Southside Toyota,Showroom,94324059,2013-02-27,13,20110434
20110432,B101026/002,Active,Intel DH67,PC,2011-09-09,Panel Shop Brendale,809 Torque Toyota,Panel Shop,94324058,2013-02-05,13,20110432
20110429,B101028/001,Active,Intel DH67,PC,2011-08-25,HVF Berrimah,815 AP Motor Group,Parts,94324057,2013-02-27,13,20110429
20110426,7B120657H,Active,PT525A-003019,Notebook,2011-08-29,IT Pinkenba,IT,IT,94324056,2013-02-27,13,20110426
20110425,6B113094H,Active,PT525A-003019,Notebook,2011-08-29,Metro Parts Eagle Farm,808 Metro,Parts,94324055,2013-02-15,13,20110425
20110424,7B120625H,Active,PT525A-003019,Notebook,2011-08-29,Corporate Office Fortitude Valley,APGP258B Corporate,Admin,94324054,2013-02-27,13,20110424
20110423,7B120656H,Active,PT525A-003019,Notebook,2011-08-29,Subaru Toowong,804 CAG Subaru,Admin,94324053,2013-02-27,13,20110423
20110422,7B122322H,Active,PT525A-003019,Notebook,2011-08-29,Torque Toyota Brendale,809 Torque Toyota,Sales,94324052,2013-02-27,13,20110422
20110421,7B120624H,Active,PT525A-003019,Notebook,2011-08-29,Metro Ford Fortitude Valley,808 Metro,Admin,94324051,2013-02-27,13,20110421
20110420,7B120614H,Active,PT525A-003019,Notebook,2011-08-29,Corporate Internal Audit,APAP258B Internal Audit,Admin,94324050,2013-02-27,13,20110420
20110403,B100809/018,Active,Intel DH67,PC,2011-08-09,Austral PAG Fortitude Valley,806 Austral PAG,Parts,94324049,2013-02-27,13,20110403
20110402,B100809/017,Active,Intel DH67,PC,2011-08-09,Eagers Kia Kedron,803 Eagers Misubishi&Kia,Sales,94324048,2013-02-27,13,20110402
20110401,B100809/016,Active,Intel DH67,PC,2011-08-09,Eagers Holden Windsor,836 Eagers Holden,Parts,94324047,2013-02-27,13,20110401
20110400,B100809/015,Active,Intel DH67,PC,2011-08-09,Southside Toyota Mt Gravatt,801 Southside Toyota,Parts,94324046,2013-02-27,13,20110400
20110399,B100809/014,Active,Intel DH67,PC,2011-08-09,BMA Pinkenba,810 Brisbane Motor Auction,Sales,94324045,2013-02-15,13,20110399
20110398,B100809/013,Active,Intel DH67,PC,2011-08-09,Torque Ford North Lakes,820 Torque Ford,Parts,94324044,2013-02-27,13,20110398
20110397,B100809/012,Active,Intel DH67,PC,2011-08-09,Torque Toyota North Lakes,809 Torque Toyota,Parts,94324043,2013-02-27,13,20110397
20110396,B100809/011,Active,Intel DH67,PC,2011-08-09,Southside Toyota Woolloongabba,801 Southside Toyota,Parts,94324042,2013-02-27,13,20110396
20110395,B100809/010,Active,Intel DH67,PC,2011-08-09,Eagers Holden Newstead,836 Eagers Holden,Parts,94324041,2013-02-27,13,20110395
20110394,B100809/009,Active,Intel DH67,PC,2011-08-09,Metro Ford Fortitude Valley,808 Metro,Admin,94324040,2013-02-27,13,20110394
20110393,B100809/008,Active,Intel DH67,PC,2011-08-09,Caloundra City Holden,837 Caloundra City Autos,Showroom,94324039,2013-02-27,13,20110393
20110392,B100809/007,Active,Intel DH67,PC,2011-08-09,Torque Subaru Brendale,804 CAG Subaru,Parts,94324038,2013-02-22,13,20110392
20110391,B100809/006,Active,Intel DH67,PC,2011-08-09,Eagers Holden Newstead,836 Eagers Holden,Service,94324037,2013-02-27,13,20110391
20110389,B100809/004,Active,Intel DH67,PC,2011-08-09,Eagers Mazda Newstead,833 Eagers Mazda,Showroom,94324036,2013-02-27,13,20110389
20110388,B100809/003,Active,Intel DH67,PC,2011-08-09,Austral Honda Newstead,807 Austral Honda-VW,Service,94324035,2013-02-27,13,20110388
20110387,B100809/002,Active,Intel DH67,PC,2011-08-09,Austral VW Newstead,807 Austral Honda-VW,Stock Control,94324034,2013-02-27,13,20110387
20110385,B100818/002,Active,Intel DH67,PC,2011-08-01,HVF Berrimah,815 AP Motor Group,Admin,94324033,2013-02-27,13,20110385
20110384,B100818/001,Active,Intel DH67,PC,2011-08-01,Bridge Toyota Palmerston,814 Bridge Toyota Darwin,Showroom,94324032,2013-02-26,13,20110384
20110380,6B109900H,Active,PT525A-003019,Notebook,2011-07-29,AUS Curraminidi,827 Austral S-coast,Sales,94324031,2013-02-25,13,20110380
20110379,6B113147H,Active,PT525A-003019,Notebook,2011-07-29,Torque Toyota North Lakes,809 Torque Toyota,Sales,94324030,2013-02-27,13,20110379
20110378,6B109933H,Active,PT525A-003019,Notebook,2011-07-29,Torque Ford North Lakes,820 Torque Ford,Sales,94324029,2013-02-27,13,20110378
20110377,6B113133H,Active,PT525A-003019,Notebook,2011-07-29,HVF Berrimah,815 AP Motor Group,Sales,94324028,2013-01-29,13,20110377
20110376,6B113134H,Active,PT525A-003019,Notebook,2011-07-29,Bridge Toyota Darwin,814 Bridge Toyota Darwin,Sales,94324027,2013-02-18,13,20110376
20110370,6B109904H,Active,PT525A-003019,Notebook,2011-07-29,Southside Toyota Mt Gravatt,801 Southside Toyota,Sales,94324026,2013-02-27,13,20110370
20110369,6B113130H,Active,PT525A-003019,Notebook,2011-07-29,Southside Toyota Mt Gravatt,801 Southside Toyota,Sales,94324025,2013-02-27,13,20110369
20110367,6B113126H,Active,PT525A-003019,Notebook,2011-07-29,Corporate Office Fortitude Valley,APGP258B Corporate,Admin,94324024,2013-02-27,13,20110367
20110366,6B113148H,Active,PT525A-003019,Notebook,2011-07-29,Southside Toyota Woolloongabba,801 Southside Toyota,Admin,94324023,2013-02-27,13,20110366
20110365,6B109894H,Active,PT525A-003019,Notebook,2011-07-29,IT Pinkenba,IT,IT,94324022,2013-02-26,13,20110365
20110364,6B109891H,Active,PT525A-003019,Notebook,2011-07-29,Torque Toyota North Lakes,809 Torque Toyota,Sales,94324021,2013-02-27,13,20110364
20110363,6B109905H,Active,PT525A-003019,Notebook,2011-07-29,Torque Toyota North Lakes,809 Torque Toyota,Sales,94324020,2013-02-27,13,20110363
20110346,B100373/018,Active,Intel DH55,PC,2011-06-28,BMA Pinkenba,810 Brisbane Motor Auction,Sales,94324019,2013-01-23,13,20110346
20110345,B100373/017,Active,Intel DH55,PC,2011-06-28,Subaru City Newstead,804 CAG Subaru,Parts,94324018,2013-02-27,13,20110345
20110344,B100373/016,Active,Intel DH55,PC,2011-06-28,Austral PAG Fortitude Valley,806 Austral PAG,Pre Delivery,94324017,2013-02-27,13,20110344
20110343,B100373/015,Active,Intel DH55,PC,2011-06-28,Eagers Holden Townsville,836 Eagers Holden,Parts,94324016,2013-02-27,13,20110343
20110342,B100373/014,Active,Intel DH55,PC,2011-06-28,Eagers Holden Townsville,836 Eagers Holden,Parts,94324015,2013-02-27,13,20110342
20110341,B100373/013,Active,Intel DH55,PC,2011-06-28,Austral PAG Fortitude Valley,806 Austral PAG,Customer Relations,94324014,2013-02-27,13,20110341
20110340,B100373/012,Active,Intel DH55,PC,2011-06-28,Austral PAG Fortitude Valley,806 Austral PAG,Service,94324013,2013-02-26,13,20110340
20110339,B100373/011,Active,Intel DH55,PC,2011-06-28,Metro Parts Eagle Farm,808 Metro,Showroom,94324012,2013-02-27,13,20110339
20110338,B100373/010,Active,Intel DH55,PC,2011-06-28,Austral PAG Fortitude Valley,806 Austral PAG,Showroom,94324011,2013-02-27,13,20110338
20110337,B100373/009,Active,Intel DH55,PC,2011-06-28,Eagers Holden Townsville,836 Eagers Holden,Parts,94324010,2013-02-27,13,20110337
20110335,B100373/007,Active,Intel DH55,PC,2011-06-28,Eagers Holden Newstead,836 Eagers Holden,Parts,94324009,2013-02-27,13,20110335
20110333,B100373/005,Active,Intel DH55,PC,2011-06-28,Southside Honda Buranda,802 Southside Honda,Sales,94324008,2013-02-27,13,20110333
20110332,B100373/004,Active,Intel DH55,PC,2011-06-28,Southside Honda Buranda,802 Southside Honda,Admin,94324007,2013-02-27,13,20110332
20110331,B100373/003,Active,Intel DH55,PC,2011-06-28,Torque Toyota Brendale,809 Torque Toyota,Parts,94324006,2013-02-27,13,20110331
20110330,B100373/002,Active,Intel DH55,PC,2011-06-28,Torque Subaru Brendale,804 CAG Subaru,Service,94324005,2013-02-27,13,20110330
20110329,B100373/001,Active,Intel DH55,PC,2011-06-28,Southside Honda Buranda,802 Southside Honda,Sales,94324004,2013-02-27,13,20110329
20110328,5B133806H,Active,PT525A-003019,Notebook,2011-06-30,Southside Honda Buranda,802 Southside Honda,Admin,94324003,2013-02-27,13,20110328
20110327,5B090674H,Active,PT525A-003019,Notebook,2011-06-30,Subaru City Newstead,804 CAG Subaru,Showroom,94324002,2013-02-25,13,20110327
20110326,5B090749H,Active,PT525A-003019,Notebook,2011-06-30,Torque Toyota North Lakes,809 Torque Toyota,Sales,94324001,2013-02-27,13,20110326
20110325,5B090643H,Active,PT525A-003019,Notebook,2011-06-30,Carzoos BDC Wgabba,APZP258B CarZoos,Showroom,94324000,2013-02-27,13,20110325
20110324,5B090648H,Active,PT525A-003019,Notebook,2011-06-30,Southside Honda Buranda,802 Southside Honda,Sales,94323999,2013-02-27,13,20110324
20110323,5B087792H,Active,PT525A-003019,Notebook,2011-06-29,Southside Toyota Mt Gravatt,801 Southside Toyota,Sales,94323998,2013-02-27,13,20110323
20110322,5B090670H,Active,PT525A-003019,Notebook,2011-06-29,Torque Honda North Lakes,821 Torque Honda,Sales,94323997,2013-02-27,13,20110322
20110321,5B090669H,Active,PT525A-003019,Notebook,2011-06-29,Torque Honda North Lakes,821 Torque Honda,Service,94323996,2013-02-27,13,20110321
20110320,5B087796H,Active,PT525A-003019,Notebook,2011-06-29,Torque Ford Strathpine,820 Torque Ford,Sales,94323995,2013-01-29,13,20110320
20110319,5B090642H,Active,PT525A-003019,Notebook,2011-06-29,Southside Toyota Woolloongabba,801 Southside Toyota,Showroom,94323994,2013-02-27,13,20110319
20110318,5B090643H,Active,PT525A-003019,Notebook,2011-06-29,Southside Toyota Mt Gravatt,801 Southside Toyota,Showroom,94323993,2013-02-27,13,20110318
20110317,5B090675H,Active,PT525A-003019,Notebook,2011-06-29,Southside Toyota Woolloongabba,801 Southside Toyota,Showroom,94323992,2013-02-19,13,20110317
20110312,B100428/001,Active,Intel DH67,PC,2011-06-21,Bridge Toyota Darwin,814 Bridge Toyota Darwin,Sales,94323991,2013-02-27,13,20110312
20110287,B100193/018,Active,Intel DH55,PC,2011-06-09,Caloundra City Honda,837 Caloundra City Autos,Sales,94323990,2013-02-26,13,20110287
20110286,B100193/017,Active,Intel DH55,PC,2011-06-09,Torque Toyota Pre-delivery,809 Torque Toyota,Pre Delivery,94323989,2013-02-27,13,20110286
20110284,B100193/015,Active,Intel DH55,PC,2011-06-09,Eagers Holden Newstead,836 Eagers Holden,Parts,94323988,2013-02-27,13,20110284
20110283,B100193/014,Active,Intel DH55,PC,2011-06-09,Metro Parts Eagle Farm,808 Metro,Parts,94323987,2013-02-27,13,20110283
20110281,B100193/012,Active,Intel DH55,PC,2011-06-09,Austral PAG Fortitude Valley,806 Austral PAG,Parts,94323986,2013-02-01,13,20110281
20110280,B100193/011,Active,Intel DH55,PC,2011-06-09,Eagers Holden Newstead,836 Eagers Holden,Parts,94323985,2013-02-26,13,20110280
20110279,B100193/010,Active,Intel DH55,PC,2011-06-09,Southside Honda Buranda,802 Southside Honda,Showroom,94323984,2013-02-25,13,20110279
20110277,3B154745H,Active,PT525A-003019,Notebook,2011-06-03,Eagers Holden Windsor,836 Eagers Holden,Sales,94323983,2013-02-27,13,20110277
20110276,3B154786H,Active,PT525A-003019,Notebook,2011-06-03,Austral VW Newstead,807 Austral Honda-VW,Showroom,94323982,2013-02-23,13,20110276
20110272,3B154743H,Active,PT525A-003019,Notebook,2011-06-03,Southside Toyota Woolloongabba,801 Southside Toyota,Showroom,94323981,2013-02-27,13,20110272
20110271,3B154740H,Active,PT525A-003019,Notebook,2011-06-03,Austral VW Newstead,807 Austral Honda-VW,Sales,94323980,2013-02-27,13,20110271
20110270,B100193/009,Active,Intel DH55,PC,2011-06-09,Torque Ford Strathpine,820 Torque Ford,Sales,94323979,2013-02-27,13,20110270
20110269,B100193/008,Active,Intel DH55,PC,2011-06-09,Southside Toyota Woolloongabba,801 Southside Toyota,Sales,94323978,2013-02-19,13,20110269
20110268,B100193/007,Active,Intel DH55,PC,2011-06-09,Metro Ford Eagle Farm,808 Metro,Parts,94323977,2013-02-27,13,20110268
20110267,B100193/006,Active,Intel DH55,PC,2011-06-09,Southside Honda Buranda,802 Southside Honda,Sales,94323976,2013-02-23,13,20110267
20110266,B100193/005,Active,Intel DH55,PC,2011-06-09,Corporate Office Fortitude Valley,APGP258B Corporate,Admin,94323975,2013-02-27,13,20110266
20110265,B100193/004,Active,Intel DH55,PC,2011-06-09,Porsche Centre Brisbane Newstead,805 Austral Porsche,Service,94323974,2013-02-26,13,20110265
20110264,B100193/003,Active,Intel DH55,PC,2011-06-09,Southside Toyota Woolloongabba,801 Southside Toyota,Showroom,94323973,2013-02-25,13,20110264
20110263,B100193/002,Active,Intel DH55,PC,2011-06-09,Southside Toyota Woolloongabba,801 Southside Toyota,Stock Control,94323972,2013-02-27,13,20110263
20110262,B100193/001,Active,Intel DH55,PC,2011-06-09,Subaru City Newstead,804 CAG Subaru,Showroom,94323971,2013-02-27,13,20110262
20110261,B100147/002,Active,Intel DH55,PC,2011-05-20,Bridge Toyota Palmerston,814 Bridge Toyota Darwin,Service,94323970,2013-02-27,13,20110261
20110260,B100147/001,Active,Intel DH55,PC,2011-05-20,Bridge Toyota Palmerston,814 Bridge Toyota Darwin,Service,94323969,2013-02-27,13,20110260
20110253,B099962/018,Active,Intel DH55,PC,2011-05-17,Caloundra City Holden,837 Caloundra City Autos,Showroom,94323968,2013-02-22,13,20110253
20110252,B099962/017,Active,Intel DH55,PC,2011-05-17,Torque Ford North Lakes,820 Torque Ford,Warranty,94323967,2013-02-26,13,20110252
